,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,encode_type,cluster,varX,varY,varZ
251,photo,247,6,0,234,9,1,0,0,0,1,2,-0.2904044345235993,0.2712603830836255,0.34621235821217033
252,photo,152,1,0,146,5,1,0,0,0,1,2,-0.3718543381869877,0.08996596348792134,0.3827610939389726
253,photo,387,3,0,368,16,1,0,0,0,1,2,-0.1645536539663226,0.542122611323713,0.2988979434725046
254,photo,178,9,0,170,6,0,0,0,0,1,2,-0.366569426238398,0.13442952032740835,0.30090919305410513
255,photo,218,4,0,212,5,1,0,0,0,1,2,-0.33088946451266066,0.22897254606129958,0.3457134396815665
256,photo,270,3,0,256,10,3,0,0,0,1,2,-0.23561323721761016,0.3247438880538768,0.47702364165597544
257,photo,351,4,1,344,6,0,0,0,0,1,2,-0.2597838191369485,0.5012634302488718,0.20812041721169908
258,photo,232,0,2,224,8,0,0,0,0,1,2,-0.3196890380316752,0.24269238334846527,0.2821041835800131
259,photo,252,3,0,244,4,4,0,0,0,1,2,-0.26364403630612054,0.31377767290166303,0.531791638342714
260,photo,122,0,0,114,8,0,0,0,0,1,2,-0.3904877582681444,0.012232671144281032,0.3421235125491559
261,photo,209,4,0,199,9,1,0,0,0,1,2,-0.3131893431465197,0.19457531574140335,0.36671804246073353
262,photo,305,5,1,295,10,0,0,0,0,1,2,-0.26420940745117694,0.389525368954905,0.24861177849072758
263,photo,71,10,2,70,1,0,0,0,0,1,2,-0.4566460166886801,-0.07281853438814553,0.3380082946155674
264,photo,290,12,0,275,13,1,1,0,0,1,2,-0.19802993106163122,0.3256073195110074,0.40236658983475737
265,photo,67,6,3,66,0,1,0,0,0,1,2,-0.44644993929718557,-0.07480331024565127,0.4069918854003857
266,photo,783,11,0,752,30,1,0,0,0,1,2,0.16094865152964374,1.3264958622455607,0.13598405468574767
267,photo,77,2,0,76,1,0,0,0,0,1,2,-0.45818622036479384,-0.05643023479309936,0.3377361275576341
268,video,22,0,0,22,0,0,0,0,0,3,0,-0.22528835589076887,-0.44780635879790603,-0.48504375166250446
269,photo,103,0,0,100,2,1,0,0,0,1,2,-0.419415597940712,-0.0019473701658901314,0.39774428074204454
270,video,32,0,2,32,0,0,0,0,0,3,0,-0.21561914924741404,-0.4288302876878676,-0.4905818338119582
271,photo,239,5,2,229,8,0,0,2,0,1,2,-0.20795222045266246,0.15294744451045655,-0.36084669769442446
272,photo,111,6,0,110,1,0,0,0,0,1,2,-0.43657632613930614,0.014710709113899604,0.31775912849705806
273,video,51,0,1,51,0,0,0,0,0,3,0,-0.20578266930674396,-0.387562249380292,-0.5008882919739567
274,video,34,4,0,34,0,0,0,0,0,3,0,-0.21712695465576656,-0.42319181593161903,-0.4930348764227489
275,link,15,0,0,15,0,0,0,0,0,0,2,-0.6386661285665858,-0.04368602253816488,0.7929388304657133
276,video,75,0,5,75,0,0,0,0,0,3,0,-0.1839990754763097,-0.3411507615164494,-0.5141437061456515
277,photo,177,2,0,173,2,2,0,0,0,1,2,-0.3562773937854865,0.1571250737768542,0.42612273766977377
278,photo,520,8,0,505,13,2,0,0,0,1,2,-0.08155948438417766,0.8391185394233447,0.2813505474202532
279,photo,134,2,0,132,2,0,0,0,0,1,2,-0.41754195321933835,0.06027451497520793,0.31070713951175993
280,photo,228,1,1,220,7,1,0,0,0,1,2,-0.3120168914194384,0.2419255329090725,0.349361012904964
281,video,498,254,17,408,77,5,6,1,1,3,0,1.1519836330500777,-0.09499341918744696,0.09704013430080881
282,photo,166,5,2,159,7,0,0,0,0,1,2,-0.36480263689572523,0.10599973830042153,0.3122197649123072
283,video,272,265,20,228,44,0,0,0,0,3,0,0.2730307331708344,-0.1604023966989103,-0.5413183503168891
284,photo,127,7,1,125,2,0,0,0,0,1,2,-0.4190105670240488,0.04343014601766637,0.31265912912804383
285,photo,30,0,0,29,0,1,0,0,0,1,2,-0.4756410316584459,-0.14864857685390495,0.4294649456377203
286,link,33,1,1,33,0,0,0,0,0,0,2,-0.6256782235768463,-0.006895987157159424,0.7827238835189565
287,photo,252,5,0,239,9,4,0,0,0,1,2,-0.23422888451730464,0.2941912975923788,0.5511915639785168
288,photo,287,0,0,286,0,1,0,0,0,1,2,-0.31853818172414183,0.3948643807580498,0.28944814131111873
289,photo,264,8,3,257,5,2,0,0,0,1,2,-0.2791202114355281,0.3251893839661136,0.38848502194664086
290,photo,152,5,1,148,3,1,0,0,0,1,2,-0.38085123973589796,0.09579817423393418,0.37321209478065115
291,photo,61,5,0,57,3,1,0,0,0,1,2,-0.4382572247476538,-0.09556579266205045,0.42283500812031083
292,video,172,7,7,163,6,2,1,0,0,3,0,-0.009129393449863658,-0.1800320528344535,-0.3400455923716146
293,video,616,523,21,459,125,21,8,0,1,3,0,1.8728181218972408,-0.03535484693262256,1.6912324205790876
294,photo,188,0,0,184,4,0,0,0,0,1,2,-0.3733440568862103,0.1671755768878404,0.290064599082766
295,video,593,309,23,484,99,1,4,4,1,3,0,1.3677891680625422,-0.11605796288977162,-1.2532471478897527
296,photo,189,2,0,182,5,2,0,0,0,1,2,-0.33154051896217196,0.17098033374208438,0.43166095597545723
297,photo,178,5,0,175,3,0,0,0,0,1,2,-0.38422512813811605,0.14891377085251836,0.2896706821960341
298,photo,318,7,0,313,4,1,0,0,0,1,2,-0.27494100061405496,0.4437244922620433,0.2861168388641171
299,photo,362,9,0,352,7,3,0,0,0,1,2,-0.195250883050217,0.5307853634760583,0.41233690490703934
300,photo,48,6,0,48,0,0,0,0,0,1,2,-0.4808883641003487,-0.11468305912005647,0.34805699135211354
301,photo,248,1,0,244,3,1,0,0,0,1,2,-0.32477089393235836,0.30067211024901275,0.3224084517093735
302,photo,520,2,0,509,11,0,0,0,0,1,2,-0.12937803117349372,0.8420330387004087,0.13663743055989805
303,photo,97,8,2,94,3,0,0,0,0,1,2,-0.42956438416162396,-0.025132891981873882,0.33262050329608656
304,photo,400,16,0,392,6,2,0,0,0,1,2,-0.19386629226991975,0.6106976615678392,0.31564403483067577
305,photo,218,0,0,212,6,0,0,0,0,1,2,-0.34340431401351523,0.22293881790537262,0.2817708703195568
306,photo,77,13,4,77,0,0,0,0,0,1,2,-0.4546030402835585,-0.05903350381527517,0.32953410834114144
307,photo,204,4,0,198,3,3,0,0,0,1,2,-0.3160696166216449,0.21295928074999437,0.4841327032441054
308,photo,405,6,0,399,6,0,0,0,0,1,2,-0.22785333418864817,0.6172679856539093,0.17771087605391522
309,photo,210,0,0,204,6,0,0,0,0,1,2,-0.3482946751009644,0.20602012661784092,0.28612937006513184
310,photo,214,1,0,208,5,1,0,0,0,1,2,-0.3339540397592567,0.22108582096629173,0.3489827209107654
311,photo,374,4,0,360,7,7,0,0,0,1,2,-0.11898992874620412,0.5689429542509463,0.685300942796989
312,photo,457,3,0,444,10,3,0,0,0,1,2,-0.1210153013503603,0.7213172866469454,0.3748357510652033
313,photo,215,0,0,205,8,2,0,0,0,1,2,-0.2986584420377356,0.21482505049300038,0.43029848729732506
314,video,7,5,0,7,0,0,0,0,0,3,0,-0.2334254584249502,-0.4804832725432911,-0.4786882835669033
315,photo,38,6,3,38,0,0,0,0,0,1,2,-0.48166693253359494,-0.13908986272853538,0.35337017983285557
316,photo,168,1,0,168,0,0,0,0,0,1,2,-0.4085652722933971,0.14005167777418168,0.28449621409583853
317,photo,277,0,0,274,2,1,0,0,0,1,2,-0.3130502442886927,0.3660341653379235,0.3029469112757852
318,photo,196,1,0,190,6,0,0,0,0,1,2,-0.3566463421030432,0.1762215433484078,0.2933934008344179
319,photo,100,3,0,99,1,0,0,0,0,1,2,-0.4439199673374204,-0.007979870857698456,0.3248420970036351
320,photo,85,4,0,79,4,2,0,0,0,1,2,-0.40050272769447687,-0.0455034743729768,0.48356944245564465
321,photo,34,10,6,34,0,0,0,0,0,1,2,-0.477951870547426,-0.15157114193637608,0.35396111836253447
322,photo,41,9,0,39,1,1,0,0,0,1,2,-0.4612581566572086,-0.1309441636351786,0.4242272370596694
323,photo,23,5,1,22,1,0,0,0,0,1,2,-0.48879863536018253,-0.17229016803238423,0.3660209907501128
324,video,217,24,5,206,10,1,0,0,0,3,0,-0.016746130282905888,-0.08087791554080186,-0.4905528339221728
325,photo,161,9,2,158,3,0,0,0,0,1,2,-0.3902350305610735,0.11002576480212677,0.297389161546015
326,photo,279,0,0,276,3,0,0,0,0,1,2,-0.32351664391385637,0.3634666159388691,0.23646134183549994
327,photo,97,9,3,95,2,0,0,0,0,1,2,-0.4333802360160254,-0.022568986342458894,0.3281868581355252
328,photo,489,3,0,480,6,3,0,0,0,1,2,-0.12465563459008486,0.804355754418495,0.34130046151750765
329,photo,245,4,0,242,3,0,0,0,0,1,2,-0.3434748189316866,0.29079868390184876,0.2535315906123127
330,photo,270,5,0,268,2,0,0,0,0,1,2,-0.33378642002983117,0.34731964631448836,0.23552261248057113
331,photo,166,11,1,165,1,0,0,0,0,1,2,-0.40014464151628576,0.12898619763472843,0.28593274508513455
332,video,121,18,3,110,11,0,0,0,0,3,0,-0.09191449791910805,-0.28738189911522743,-0.5013767612988552
333,photo,33,9,1,33,0,0,0,0,0,1,2,-0.48766026879442254,-0.14806437233262437,0.3550941682849133
334,photo,72,1,0,72,0,0,0,0,0,1,2,-0.46724960534278703,-0.06297261767619823,0.3367982110427402
335,photo,174,0,0,173,1,0,0,0,0,1,2,-0.3993035219813871,0.1490906441007274,0.2856160057134763
336,photo,192,0,0,186,3,3,0,0,0,1,2,-0.3242310178566472,0.18834473788370754,0.4921238280043499
337,video,286,61,5,250,30,5,1,0,0,3,0,0.25983006983427664,-0.03038890489718742,-0.11681327586588781
338,photo,231,0,0,230,0,1,0,0,0,1,2,-0.35277070933628596,0.276433541745328,0.31995763953014483
339,photo,138,1,0,135,2,1,0,0,0,1,2,-0.3978138032821647,0.07188103070080831,0.37831250056968274
340,photo,104,6,1,102,2,0,0,0,0,1,2,-0.43327682005142243,-0.005020217917734475,0.3255531596820427
341,photo,91,10,4,90,0,1,0,0,0,1,2,-0.4291748687889878,-0.02589687694775502,0.39241803228803634
342,photo,682,22,0,657,12,13,0,0,0,1,2,0.20694416909115634,1.2154099966450798,0.947612730532063
343,video,1379,769,69,1131,234,4,4,2,4,3,3,3.268893010838787,0.6607927697582191,0.1280351335311482
344,photo,629,16,1,610,16,2,1,0,0,1,2,0.04669387475142425,1.0321207418549776,0.2976740443096731
345,video,58,4,3,58,0,0,0,0,0,3,0,-0.1971214884673539,-0.3756941815680885,-0.5062453118607013
346,photo,272,9,0,268,2,2,0,0,0,1,2,-0.29675910156532775,0.35669841820252424,0.37182214669277597
347,photo,213,2,2,207,6,0,0,0,0,1,2,-0.3424916046072133,0.20981059581878386,0.28367828762211567
348,photo,225,2,0,220,5,0,0,0,0,1,2,-0.344512762657463,0.24120185140481326,0.273205172829889
349,photo,463,48,2,450,8,4,1,0,0,1,2,-0.05782079993072457,0.7105037969929324,0.4830808873212518
350,photo,285,7,0,276,8,1,0,0,0,1,2,-0.2719119625102615,0.3585711880795521,0.3201969408800097
351,photo,526,18,0,512,12,2,0,0,0,1,2,-0.08162750895639942,0.8537397483818231,0.2704229121150189
352,photo,418,4,0,406,9,3,0,0,0,1,2,-0.15044979114809803,0.6424887187593318,0.39169477089806287
353,photo,515,10,0,505,9,0,1,0,0,1,2,-0.10159266716296546,0.8142346650611818,0.19498791435076213
354,photo,377,5,0,365,10,2,0,0,0,1,2,-0.18699541671734377,0.5487923301735417,0.3482727938047739
355,photo,1186,37,1,1161,19,6,0,0,0,1,1,0.438089089477651,2.2297577429695346,0.20976049951779088
356,video,591,560,49,498,84,3,4,1,1,3,0,1.252954648567537,0.02248141987854361,-0.3100828529089233
357,photo,424,8,1,411,13,0,0,0,0,1,2,-0.17344455838035824,0.6290955043421134,0.1947650313429323
358,photo,119,16,0,105,0,0,0,8,6,1,2,1.019790489159609,-1.0639850781334323,-1.0641216092140235
359,photo,67,9,0,66,1,0,0,0,0,1,2,-0.46285391741740517,-0.07891471351628251,0.34064084574130993
360,photo,439,10,3,424,15,0,0,0,0,1,2,-0.1487050574606728,0.650582159163642,0.19382684456425098
361,status,1043,117,24,984,58,1,0,0,0,2,1,0.6832244084831367,1.5828659049796383,-0.35727504890763934
362,photo,690,10,0,667,21,2,0,0,0,1,2,0.06917717370507369,1.1675315770080406,0.22020832138663063
363,status,84,7,1,84,0,0,0,0,0,2,2,-0.3205309110890823,-0.1794673653875485,-0.09668754497246713
364,photo,491,16,0,478,11,2,0,0,0,1,2,-0.10923621291328411,0.7839431466867331,0.2861927134315024
365,photo,63,1,0,61,0,2,0,0,0,1,2,-0.4377723929773549,-0.07609355224350774,0.4805440575469924
366,link,46,3,1,46,0,0,0,0,0,0,2,-0.6173184570078271,0.020215139152574266,0.7749146338614563
367,photo,320,17,0,309,9,1,1,0,0,1,2,-0.20186053006843227,0.40346174687941094,0.3681042062961036
368,video,51,8,6,51,0,0,0,0,0,3,0,-0.19524031188897822,-0.39451997000875366,-0.5040199359264319
369,photo,85,9,2,83,2,0,0,0,0,1,2,-0.442493905289221,-0.04686087677406824,0.3347695864876301
370,photo,99,13,0,98,1,0,0,0,0,1,2,-0.44246661346377963,-0.012003442431166427,0.3217534716171279
371,photo,213,13,1,212,1,0,0,0,0,1,2,-0.3710008403256076,0.2280017619164716,0.25959987150893976
372,photo,156,12,0,154,2,0,0,0,0,1,2,-0.4020288112192814,0.10489218085339348,0.2950878273567241
373,video,204,128,4,184,17,0,2,1,0,3,0,0.1529096636106979,-0.25553358682378813,-0.7479496589487651
374,photo,246,8,0,241,3,2,0,0,0,1,2,-0.3070587956031142,0.2980626193789432,0.3903759372927144
375,photo,225,2,0,219,6,0,0,0,0,1,2,-0.3387123182600829,0.23736092574945752,0.2772304954712376
376,video,256,427,30,191,62,1,2,0,0,3,0,0.5179580533730405,-0.3489612286650257,-0.3168681226871704
377,photo,146,1,0,142,2,2,0,0,0,1,2,-0.3754340079003093,0.09175601855392176,0.4433752679693479
378,photo,212,0,1,206,5,0,1,0,0,1,2,-0.31030339230717346,0.18962552383018177,0.3475532607699875
379,photo,229,3,0,225,4,0,0,0,0,1,2,-0.34766156161016176,0.25331124918768233,0.2666372565302822
380,photo,66,2,0,64,1,1,0,0,0,1,2,-0.4474210325656302,-0.07673713874787359,0.41315033185304006
381,photo,158,0,0,157,1,0,0,0,0,1,2,-0.4090842441562855,0.11525326152566404,0.2943330052046265
382,photo,301,7,0,288,6,6,0,1,0,1,2,-0.13307224409673826,0.3630746917265681,0.3318753942975085
383,video,88,1,0,87,1,0,0,0,0,3,0,-0.17893596762097583,-0.31225895484737826,-0.5173393957076211
384,video,148,54,2,126,18,4,0,0,0,3,0,0.04080592750275621,-0.2511279094303785,-0.22325976841296202
385,photo,398,11,0,390,4,4,0,0,0,1,2,-0.17274322725251606,0.621016800769095,0.4493422677022043
386,photo,89,4,0,86,3,0,0,0,0,1,2,-0.4388368601369452,-0.03911579620501871,0.33852233565102796
387,photo,151,0,0,146,3,2,0,0,0,1,2,-0.3667835527242303,0.09868014846952583,0.4450398720551827
388,photo,155,5,0,152,2,0,1,0,0,1,2,-0.3632943513846255,0.08073440429101082,0.36475986333955446
389,video,109,13,0,104,5,0,0,0,0,3,0,-0.14041941336541455,-0.28550157503406254,-0.5170392924000059
390,video,117,16,0,104,11,2,0,0,0,3,0,-0.06512812260199961,-0.28628846509625994,-0.3594933533634196
391,video,112,7,0,101,11,0,0,0,0,3,0,-0.10502165097908235,-0.3010573786358569,-0.49234173124368164
392,photo,132,3,0,123,5,4,0,0,0,1,2,-0.33119900822047754,0.05615637793333232,0.6011944571676899
393,photo,149,3,0,142,5,2,0,0,0,1,2,-0.3557858594984605,0.08619600378817344,0.45309011091786267
394,photo,274,9,0,260,11,2,1,0,0,1,2,-0.20254150243975536,0.3029807053609954,0.4735442425448615
395,video,195,95,5,162,30,0,3,0,0,3,0,0.20535686617962942,-0.2908683102037788,-0.2935277316594839
396,video,138,25,2,125,11,2,0,0,0,3,0,-0.046876485354787646,-0.24576705511213937,-0.3742944667322728
397,video,627,266,8,519,105,2,0,1,0,3,0,0.9109281300134532,0.32302632875310505,-0.6688233976294485
398,photo,289,23,0,279,7,3,0,0,0,1,2,-0.2369849193597902,0.3737300762497949,0.44702140208882674
399,photo,209,10,0,204,4,1,0,0,0,1,2,-0.3409527757276782,0.21263470292066633,0.3444113665411673
400,video,162,75,6,145,16,0,1,0,0,3,0,0.0200447161988813,-0.25739551923408166,-0.4578491742448841
401,photo,265,11,0,259,6,0,0,0,0,1,2,-0.3124023287142226,0.3202365205408419,0.25216790267412814
402,photo,301,10,0,294,6,1,0,0,0,1,2,-0.2731127344272523,0.39951780141656906,0.30233926474975054
403,photo,213,5,0,209,4,0,0,0,0,1,2,-0.3570293539831457,0.2190921195801136,0.27462756845049163
404,photo,210,3,0,206,4,0,0,0,0,1,2,-0.3592761691928534,0.21312935737979458,0.2769886934260232
405,photo,408,11,0,393,9,6,0,0,0,1,2,-0.10264918531749063,0.6288731297328943,0.6028632905174593
406,photo,223,6,0,215,7,1,0,0,0,1,2,-0.31581917023632994,0.23148312977279,0.3503133350523387
407,photo,359,4,0,353,5,1,0,0,0,1,2,-0.2446968503463693,0.5271644800040453,0.26889488166580455
408,photo,535,2,0,485,27,0,0,23,0,1,2,1.1964909181347105,-0.3790351261545233,-7.136315057503105
409,photo,362,10,0,354,8,0,0,0,0,1,2,-0.24171227663509812,0.5178846746077045,0.20773508232719745
410,video,266,165,10,215,42,3,4,2,0,3,0,0.5413920741596295,-0.3237025027291308,-0.6720373604745656
411,photo,156,2,0,151,5,0,0,0,0,1,2,-0.38669212703671213,0.09527813904985263,0.3107972331354745
412,video,110,21,0,102,6,1,1,0,0,3,0,-0.07407551105275224,-0.3091774106081261,-0.38046044834903653
413,video,446,6148,120,352,80,7,5,0,2,3,3,2.6502091284784983,-1.4861419169028163,-1.4212460386230956
414,status,102,1,0,102,0,0,0,0,0,2,2,-0.3125445156900864,-0.13916892239339826,-0.10426912795344649
415,photo,161,6,0,158,3,0,0,0,0,1,2,-0.39441068054798833,0.11277067835026092,0.29856915036991094
416,photo,279,8,0,273,6,0,0,0,0,1,2,-0.30446359151405805,0.3504168508427803,0.24563055947578302
417,photo,288,6,0,281,5,2,0,0,0,1,2,-0.27019644090115996,0.37958564436027825,0.37627114648208326
418,photo,230,8,0,221,8,1,0,0,0,1,2,-0.3053267300855173,0.2420643119615192,0.3497982828453683
419,photo,271,12,0,262,6,3,0,0,0,1,2,-0.25605979011445984,0.3416035551869835,0.4567994855151966
420,photo,113,2,1,107,3,2,0,1,0,1,2,-0.33460899688432333,-0.03494874174511081,0.14631084200712774
421,video,256,103,16,205,47,1,2,0,1,3,0,0.5107480626986493,-0.3281597676555885,-0.06232513640769936
422,photo,306,4,0,301,3,2,0,0,0,1,2,-0.27120694705107434,0.42571629810044126,0.35914056434278263
423,photo,566,10,0,548,4,14,0,0,0,1,2,0.10464223362702121,1.0060631569793304,1.0523897882829976
424,photo,186,1,1,184,0,2,0,0,0,1,2,-0.3608049636158023,0.1829451798026035,0.4134871452250323
425,video,135,9,2,118,10,4,2,1,0,3,0,0.11195934712946522,-0.3378593918954893,-0.4175219206131966
426,video,174,195,3,146,18,5,4,1,0,3,0,0.32145546467885805,-0.36649861059913746,-0.2716050473954038
427,video,171,84,4,159,10,2,0,0,0,3,0,-0.016766505825923872,-0.18557035835399813,-0.41782584163435793
428,photo,373,8,0,365,5,3,0,0,0,1,2,-0.20033399025069215,0.5619212888233787,0.39865666625964663
429,photo,403,5,0,392,8,3,0,0,0,1,2,-0.1652131976834884,0.614416224734313,0.3954782914941972
430,photo,139,14,0,138,1,0,0,0,0,1,2,-0.41780834312557685,0.07239914049023916,0.29959762910378174
431,photo,148,16,5,146,1,1,0,0,0,1,2,-0.38551368459576746,0.08857648522334836,0.3631640027955974
432,photo,270,8,0,265,4,1,0,0,0,1,2,-0.30407670223779276,0.3420214710206006,0.31190449355209765
433,photo,343,8,0,334,7,1,1,0,0,1,2,-0.20125981484539104,0.46150269728804993,0.35079296831411133
434,photo,254,5,0,252,2,0,0,0,0,1,2,-0.3435671422047294,0.313482263739425,0.24423961197172162
435,photo,304,9,6,298,5,1,0,0,0,1,2,-0.26661699246566617,0.40337723082287313,0.2967729760868276
436,photo,437,6,0,433,4,0,0,0,0,1,2,-0.21989277863361215,0.6926246021147477,0.15222623178891712
437,photo,412,4,2,399,13,0,0,0,0,1,2,-0.179827831973339,0.6033948149761381,0.20271117736943436
438,photo,183,11,0,175,6,2,0,0,0,1,2,-0.327549661271764,0.15273252797480605,0.4356850593567537
439,photo,353,8,2,342,9,1,1,0,0,1,2,-0.17998971940727562,0.4727969170873767,0.3533055314473551
440,photo,144,14,1,142,2,0,0,0,0,1,2,-0.40717329540651914,0.07804625038990262,0.3008539106704036
441,photo,905,10,5,876,21,8,0,0,0,1,2,0.3144328719068155,1.634528452255505,0.5193763499270275
442,video,151,19,2,129,18,2,1,1,0,3,0,0.09443839562687799,-0.3191916880917527,-0.6030961281350817
443,photo,276,4,0,264,8,3,1,0,0,1,2,-0.20226313557041364,0.3226438192957907,0.5316166357570136
444,photo,227,3,4,218,8,1,0,0,0,1,2,-0.30108042943000984,0.23232958431120565,0.3530695242423417
445,video,340,1201,47,276,55,1,6,1,1,3,0,1.1066975781200548,-0.5698040088426003,-0.5285575892674667
446,photo,478,12,0,463,11,4,0,0,0,1,2,-0.08303004069540519,0.7631263605406686,0.4335711849504235
447,photo,189,22,2,185,3,1,0,0,0,1,2,-0.35294528874815206,0.16971612516278498,0.3468322103706268
448,photo,211,7,0,207,4,0,0,0,0,1,2,-0.3578390144530937,0.2144806997257254,0.27499050581594464
449,photo,296,2,0,293,3,0,0,0,0,1,2,-0.31271169680111255,0.3990370878923683,0.22647284230521209
450,video,113,15,1,100,9,1,1,2,0,3,0,0.05212447290616959,-0.41789100987687694,-1.005204308920208
451,photo,113,2,0,109,4,0,0,0,0,1,2,-0.41877826227913173,0.008181099034725815,0.33019884662659216
452,video,133,19,2,115,13,4,1,0,0,3,0,0.03619901622067386,-0.28034430901408847,-0.1559133450889474
453,photo,223,3,0,213,5,5,0,0,0,1,2,-0.25808171655633716,0.2515627878945868,0.6210377897070126
454,photo,322,8,1,311,8,3,0,0,0,1,2,-0.2123305813490178,0.44145570839960885,0.4384730913279919
455,photo,235,3,0,230,4,0,1,0,0,1,2,-0.3032027815172877,0.2426212128881213,0.3299521987374413
456,photo,163,1,0,160,3,0,0,0,0,1,2,-0.394220414780912,0.11795471875340713,0.2992962443608691
457,photo,373,4,3,367,5,1,0,0,0,1,2,-0.2308043355172681,0.5535137502581613,0.2611325709098211
458,video,249,147,8,193,50,2,4,0,0,3,0,0.4462161271094549,-0.28413598109830396,-0.05604361385400905
459,photo,129,2,0,123,5,1,0,0,0,1,2,-0.3857076614124468,0.041133852520015154,0.3949284369220308
460,photo,245,7,0,234,6,4,0,1,0,1,2,-0.20228364029769474,0.2387312595826828,0.22354235822605462
461,photo,272,9,0,264,6,2,0,0,0,1,2,-0.27355732397580645,0.3413347155811012,0.3879234372581711
462,video,239,127,7,189,47,0,3,0,0,3,0,0.3410245390307377,-0.27139148978286387,-0.26078595395975657
463,photo,135,9,1,131,3,1,0,0,0,1,2,-0.3904173974428986,0.05908246118291881,0.3810205315981168
464,photo,333,44,0,325,6,2,0,0,0,1,2,-0.22904204915050566,0.46365916357968723,0.34197284420669605
