,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,encode_type,weekdays,hours,popularity,positive,negtive,cluster
376,video,256,427,30,191,62,1,2,0,0,3,1,4,713,256,0,2
377,photo,146,1,0,142,2,2,0,0,0,1,1,0,147,146,0,2
378,photo,212,0,1,206,5,0,1,0,0,1,0,1,213,212,0,2
379,photo,229,3,0,225,4,0,0,0,0,1,6,1,232,229,0,0
380,photo,66,2,0,64,1,1,0,0,0,1,5,4,68,66,0,0
381,photo,158,0,0,157,1,0,0,0,0,1,5,4,158,158,0,0
382,photo,301,7,0,288,6,6,0,1,0,1,4,23,308,300,1,3
383,video,88,1,0,87,1,0,0,0,0,3,4,22,89,88,0,3
384,video,148,54,2,126,18,4,0,0,0,3,4,22,204,148,0,3
385,photo,398,11,0,390,4,4,0,0,0,1,3,23,409,398,0,3
386,photo,89,4,0,86,3,0,0,0,0,1,3,3,93,89,0,2
387,photo,151,0,0,146,3,2,0,0,0,1,3,3,151,151,0,2
388,photo,155,5,0,152,2,0,1,0,0,1,2,21,160,155,0,3
389,video,109,13,0,104,5,0,0,0,0,3,2,7,122,109,0,2
390,video,117,16,0,104,11,2,0,0,0,3,1,23,133,117,0,3
391,video,112,7,0,101,11,0,0,0,0,3,1,23,119,112,0,3
392,photo,132,3,0,123,5,4,0,0,0,1,1,23,135,132,0,3
393,photo,149,3,0,142,5,2,0,0,0,1,1,23,152,149,0,3
394,photo,274,9,0,260,11,2,1,0,0,1,1,12,283,274,0,2
395,video,195,95,5,162,30,0,3,0,0,3,1,11,295,195,0,2
396,video,138,25,2,125,11,2,0,0,0,3,1,1,165,138,0,2
397,video,627,266,8,519,105,2,0,1,0,3,0,9,901,626,1,2
398,photo,289,23,0,279,7,3,0,0,0,1,3,5,312,289,0,2
399,photo,209,10,0,204,4,1,0,0,0,1,2,6,219,209,0,2
400,video,162,75,6,145,16,0,1,0,0,3,2,1,243,162,0,2
401,photo,265,11,0,259,6,0,0,0,0,1,1,5,276,265,0,2
402,photo,301,10,0,294,6,1,0,0,0,1,0,8,311,301,0,2
403,photo,213,5,0,209,4,0,0,0,0,1,6,1,218,213,0,0
404,photo,210,3,0,206,4,0,0,0,0,1,6,1,213,210,0,0
405,photo,408,11,0,393,9,6,0,0,0,1,4,21,419,408,0,3
406,photo,223,6,0,215,7,1,0,0,0,1,4,8,229,223,0,0
407,photo,359,4,0,353,5,1,0,0,0,1,4,0,363,359,0,0
408,photo,535,2,0,485,27,0,0,23,0,1,3,20,537,512,23,3
409,photo,362,10,0,354,8,0,0,0,0,1,2,5,372,362,0,2
410,video,266,165,10,215,42,3,4,2,0,3,0,8,441,264,2,2
411,photo,156,2,0,151,5,0,0,0,0,1,6,9,158,156,0,0
412,video,110,21,0,102,6,1,1,0,0,3,6,4,131,110,0,0
413,video,446,6148,120,352,80,7,5,0,2,3,5,22,6714,444,2,1
414,status,102,1,0,102,0,0,0,0,0,2,5,21,103,102,0,3
415,photo,161,6,0,158,3,0,0,0,0,1,5,6,167,161,0,0
416,photo,279,8,0,273,6,0,0,0,0,1,5,5,287,279,0,0
417,photo,288,6,0,281,5,2,0,0,0,1,4,4,294,288,0,0
418,photo,230,8,0,221,8,1,0,0,0,1,2,23,238,230,0,3
419,photo,271,12,0,262,6,3,0,0,0,1,2,0,283,271,0,2
420,photo,113,2,1,107,3,2,0,1,0,1,2,0,116,112,1,2
421,video,256,103,16,205,47,1,2,0,1,3,1,1,375,255,1,2
422,photo,306,4,0,301,3,2,0,0,0,1,6,9,310,306,0,0
423,photo,566,10,0,548,4,14,0,0,0,1,6,9,576,566,0,0
424,photo,186,1,1,184,0,2,0,0,0,1,6,7,188,186,0,0
425,video,135,9,2,118,10,4,2,1,0,3,6,7,146,134,1,0
426,video,174,195,3,146,18,5,4,1,0,3,6,6,372,173,1,0
427,video,171,84,4,159,10,2,0,0,0,3,5,23,259,171,0,3
428,photo,373,8,0,365,5,3,0,0,0,1,5,5,381,373,0,0
429,photo,403,5,0,392,8,3,0,0,0,1,5,1,408,403,0,0
430,photo,139,14,0,138,1,0,0,0,0,1,4,5,153,139,0,0
431,photo,148,16,5,146,1,1,0,0,0,1,4,4,169,148,0,0
432,photo,270,8,0,265,4,1,0,0,0,1,1,3,278,270,0,2
433,photo,343,8,0,334,7,1,1,0,0,1,0,21,351,343,0,3
434,photo,254,5,0,252,2,0,0,0,0,1,0,8,259,254,0,2
435,photo,304,9,6,298,5,1,0,0,0,1,5,5,319,304,0,0
436,photo,437,6,0,433,4,0,0,0,0,1,4,9,443,437,0,0
437,photo,412,4,2,399,13,0,0,0,0,1,3,6,418,412,0,2
438,photo,183,11,0,175,6,2,0,0,0,1,0,22,194,183,0,3
439,photo,353,8,2,342,9,1,1,0,0,1,0,8,363,353,0,2
440,photo,144,14,1,142,2,0,0,0,0,1,0,5,159,144,0,2
441,photo,905,10,5,876,21,8,0,0,0,1,0,4,920,905,0,2
442,video,151,19,2,129,18,2,1,1,0,3,6,6,172,150,1,0
443,photo,276,4,0,264,8,3,1,0,0,1,6,0,280,276,0,0
444,photo,227,3,4,218,8,1,0,0,0,1,5,7,234,227,0,0
445,video,340,1201,47,276,55,1,6,1,1,3,5,0,1588,338,2,0
446,photo,478,12,0,463,11,4,0,0,0,1,4,23,490,478,0,3
447,photo,189,22,2,185,3,1,0,0,0,1,4,9,213,189,0,0
448,photo,211,7,0,207,4,0,0,0,0,1,3,23,218,211,0,3
449,photo,296,2,0,293,3,0,0,0,0,1,3,2,298,296,0,2
450,video,113,15,1,100,9,1,1,2,0,3,3,1,129,111,2,2
451,photo,113,2,0,109,4,0,0,0,0,1,2,23,115,113,0,3
452,video,133,19,2,115,13,4,1,0,0,3,2,22,154,133,0,3
453,photo,223,3,0,213,5,5,0,0,0,1,2,22,226,223,0,3
454,photo,322,8,1,311,8,3,0,0,0,1,2,10,331,322,0,2
455,photo,235,3,0,230,4,0,1,0,0,1,2,5,238,235,0,2
456,photo,163,1,0,160,3,0,0,0,0,1,2,5,164,163,0,2
457,photo,373,4,3,367,5,1,0,0,0,1,2,5,380,373,0,2
458,video,249,147,8,193,50,2,4,0,0,3,2,4,404,249,0,2
459,photo,129,2,0,123,5,1,0,0,0,1,2,3,131,129,0,2
460,photo,245,7,0,234,6,4,0,1,0,1,2,0,252,244,1,2
461,photo,272,9,0,264,6,2,0,0,0,1,2,0,281,272,0,2
462,video,239,127,7,189,47,0,3,0,0,3,1,23,373,239,0,3
463,photo,135,9,1,131,3,1,0,0,0,1,1,8,145,135,0,2
464,photo,333,44,0,325,6,2,0,0,0,1,1,8,377,333,0,2
465,photo,96,3,0,94,2,0,0,0,0,1,1,3,99,96,0,2
466,photo,210,7,0,203,7,0,0,0,0,1,1,3,217,210,0,2
467,video,154,72,6,124,24,3,2,1,0,3,1,1,232,153,1,2
468,photo,192,8,0,189,3,0,0,0,0,1,1,0,200,192,0,2
469,photo,152,2,0,151,1,0,0,0,0,1,0,20,154,152,0,3
470,photo,222,3,0,216,6,0,0,0,0,1,0,8,225,222,0,2
471,photo,227,1,0,223,2,2,0,0,0,1,0,7,228,227,0,2
472,photo,542,21,1,521,11,9,1,0,0,1,6,21,564,542,0,3
473,video,279,274,15,233,42,4,0,0,0,3,6,1,568,279,0,0
474,photo,263,8,0,258,3,0,1,1,0,1,6,1,271,262,1,0
475,video,358,5498,94,294,57,1,5,1,0,3,3,2,5950,357,1,1
476,video,65,4,1,65,0,0,0,0,0,3,3,0,70,65,0,2
477,photo,190,11,1,182,5,3,0,0,0,1,0,10,202,190,0,2
478,photo,320,4,1,309,10,1,0,0,0,1,6,11,325,320,0,0
479,photo,266,8,0,254,9,3,0,0,0,1,5,2,274,266,0,0
480,video,452,19013,161,353,92,2,3,2,0,3,4,21,19626,450,2,1
481,status,123,23,0,114,0,0,3,6,0,2,4,10,146,117,6,0
482,video,543,4661,178,397,136,2,6,1,1,3,4,9,5382,541,2,1
483,photo,278,8,0,267,9,2,0,0,0,1,3,23,286,278,0,3
484,video,445,432,27,315,124,2,3,0,1,3,3,21,904,444,1,3
485,photo,196,7,8,190,2,4,0,0,0,1,3,6,211,196,0,2
486,video,607,383,52,446,159,1,0,0,1,3,3,4,1042,606,1,2
487,photo,180,4,0,166,12,2,0,0,0,1,3,3,184,180,0,2
488,photo,236,8,0,228,8,0,0,0,0,1,3,2,244,236,0,2
489,status,93,2,1,90,3,0,0,0,0,2,2,9,96,93,0,2
490,video,48,6,0,47,1,0,0,0,0,3,2,5,54,48,0,2
491,video,245,169,37,205,33,5,2,0,0,3,2,4,451,245,0,2
492,status,225,12,29,222,2,1,0,0,0,2,0,0,266,225,0,2
493,photo,133,4,2,128,5,0,0,0,0,1,6,9,139,133,0,0
494,photo,170,11,2,159,11,0,0,0,0,1,6,9,183,170,0,0
495,photo,304,13,0,294,9,1,0,0,0,1,4,1,317,304,0,0
496,photo,150,5,0,148,1,1,0,0,0,1,4,1,155,150,0,0
497,photo,387,8,0,375,9,3,0,0,0,1,3,12,395,387,0,2
498,video,564,20990,154,473,82,3,3,3,0,3,2,8,21708,561,3,1
499,photo,261,36,1,256,5,0,0,0,0,1,6,6,298,261,0,0
500,photo,477,12,0,468,6,3,0,0,0,1,5,4,489,477,0,0
501,photo,154,19,7,153,1,0,0,0,0,1,1,0,180,154,0,2
502,photo,130,13,2,124,3,2,1,0,0,1,6,7,145,130,0,0
503,photo,307,0,0,294,12,0,1,0,0,1,3,20,307,307,0,3
504,photo,113,12,5,111,2,0,0,0,0,1,1,4,130,113,0,2
505,photo,77,4,2,77,0,0,0,0,0,1,6,23,83,77,0,3
506,video,38,4,0,37,0,0,1,0,0,3,6,1,42,38,0,0
507,photo,209,9,0,206,2,0,1,0,0,1,5,1,218,209,0,0
508,photo,99,0,3,98,1,0,0,0,0,1,0,0,102,99,0,2
509,video,119,8,2,113,5,1,0,0,0,3,0,0,129,119,0,2
510,photo,182,2,21,180,2,0,0,0,0,1,5,23,205,182,0,3
511,photo,155,1,4,148,4,0,0,3,0,1,3,20,160,152,3,3
512,video,86,0,0,76,4,0,0,6,0,3,3,20,86,80,6,3
513,video,124,0,0,114,4,0,0,6,0,3,3,20,124,118,6,3
514,video,221,1,0,211,0,8,0,2,0,3,2,10,222,219,2,2
515,photo,52,0,0,52,0,0,0,0,0,1,2,0,52,52,0,2
516,video,38,7,1,38,0,0,0,0,0,3,1,23,46,38,0,3
517,photo,2,0,37,2,0,0,0,0,0,1,1,23,39,2,0,3
518,photo,347,0,1,335,12,0,0,0,0,1,1,11,348,347,0,2
519,photo,99,0,30,97,2,0,0,0,0,1,1,9,129,99,0,2
520,photo,210,0,6,202,4,0,0,4,0,1,1,4,216,206,4,2
521,photo,178,0,0,171,7,0,0,0,0,1,1,2,178,178,0,2
522,photo,149,0,1,143,5,1,0,0,0,1,1,1,150,149,0,2
523,photo,77,0,1,73,0,0,0,4,0,1,6,20,78,73,4,3
524,link,169,0,57,166,2,0,1,0,0,0,6,20,226,169,0,3
525,link,237,0,0,229,2,6,0,0,0,0,6,9,237,237,0,0
526,photo,86,0,3,85,1,0,0,0,0,1,6,9,89,86,0,0
527,photo,120,0,2,119,1,0,0,0,0,1,6,9,122,120,0,0
528,photo,234,0,0,224,6,0,0,4,0,1,6,9,234,230,4,0
529,photo,280,0,1,277,3,0,0,0,0,1,6,4,281,280,0,0
530,photo,319,5,0,308,5,0,0,6,0,1,5,4,324,313,6,0
531,video,171,0,0,162,3,0,0,6,0,3,5,2,171,165,6,0
532,photo,251,5,0,249,0,0,0,2,0,1,5,1,256,249,2,0
533,video,135,0,0,128,4,1,0,2,0,3,4,10,135,133,2,0
534,photo,1,0,37,1,0,0,0,0,0,1,3,10,38,1,0,2
535,photo,1,0,1,1,0,0,0,0,0,1,3,10,2,1,0,2
536,photo,264,2,0,261,3,0,0,0,0,1,3,8,266,264,0,2
537,photo,218,2,5,214,0,0,0,4,0,1,3,5,225,214,4,2
538,photo,52,0,4,52,0,0,0,0,0,1,3,2,56,52,0,2
539,video,41,0,3,39,1,0,0,1,0,3,3,1,44,40,1,2
540,photo,67,0,1,66,1,0,0,0,0,1,3,0,68,67,0,2
541,photo,266,9,1,237,1,0,0,28,0,1,2,22,276,238,28,3
542,photo,165,0,0,156,5,0,0,4,0,1,2,20,165,161,4,3
543,video,70,0,0,66,0,0,0,4,0,3,2,12,70,66,4,2
544,photo,247,1,0,239,8,0,0,0,0,1,2,6,248,247,0,2
545,photo,379,0,0,373,3,0,0,3,0,1,2,5,379,376,3,2
546,photo,305,1,0,284,8,0,0,13,0,1,2,0,306,292,13,2
547,photo,26,0,0,23,0,3,0,0,0,1,1,23,26,26,0,3
548,photo,28,0,0,27,1,0,0,0,0,1,1,23,28,28,0,3
549,photo,37,0,0,35,2,0,0,0,0,1,1,22,37,37,0,3
550,photo,46,0,0,46,0,0,0,0,0,1,1,22,46,46,0,3
551,photo,164,2,13,150,8,0,1,5,0,1,1,8,179,159,5,2
552,photo,282,0,0,278,4,0,0,0,0,1,1,5,282,282,0,2
553,status,61,5,0,54,0,0,0,7,0,2,1,0,66,54,7,2
554,photo,68,3,0,68,0,0,0,0,0,1,1,0,71,68,0,2
555,photo,73,1,17,66,4,0,0,3,0,1,0,20,91,70,3,3
556,photo,641,0,0,628,11,2,0,0,0,1,0,20,641,641,0,3
557,photo,122,0,0,115,7,0,0,0,0,1,0,10,122,122,0,2
558,photo,654,1,50,617,32,0,0,5,0,1,0,2,705,649,5,2
559,photo,245,2,0,239,3,0,0,3,0,1,6,23,247,242,3,3
560,photo,173,0,0,173,0,0,0,0,0,1,6,21,173,173,0,3
561,photo,64,0,1,64,0,0,0,0,0,1,6,19,65,64,0,3
562,photo,495,9,227,443,42,0,0,10,0,1,6,12,731,485,10,0
563,photo,144,0,0,137,2,0,0,5,0,1,6,5,144,139,5,0
564,photo,476,3,212,452,16,0,0,8,0,1,6,0,691,468,8,0
565,photo,4,0,41,4,0,0,0,0,0,1,5,21,45,4,0,3
566,photo,48,0,1,43,1,0,0,4,0,1,5,12,49,44,4,0
567,status,77,1,38,76,1,0,0,0,0,2,5,10,116,77,0,0
568,photo,199,0,5,179,1,0,0,19,0,1,4,21,204,180,19,3
569,status,43,0,1,42,1,0,0,0,0,2,4,11,44,43,0,0
570,photo,30,0,0,30,0,0,0,0,0,1,4,10,30,30,0,0
571,photo,190,1,0,168,5,0,0,17,0,1,4,4,191,173,17,0
572,photo,96,0,5,90,0,0,0,6,0,1,4,1,101,90,6,0
573,photo,295,3,10,243,1,0,0,51,0,1,4,0,308,244,51,0
574,photo,102,0,1,87,2,0,0,13,0,1,3,19,103,89,13,3
575,photo,52,0,2,46,0,0,0,6,0,1,3,13,54,46,6,3
576,photo,71,0,5,61,0,0,0,10,0,1,3,8,76,61,10,2
577,photo,95,1,2,73,1,0,0,21,0,1,3,7,98,74,21,2
578,photo,132,10,1,124,5,1,0,2,0,1,1,9,143,130,2,2
579,video,63,14,0,63,0,0,0,0,0,3,1,5,77,63,0,2
580,photo,187,6,0,182,5,0,0,0,0,1,0,23,193,187,0,3
581,photo,124,2,0,119,3,2,0,0,0,1,0,5,126,124,0,2
582,video,296,80,5,242,44,5,3,1,1,3,6,6,381,294,2,0
583,video,268,46,0,231,32,3,1,0,1,3,6,0,314,267,1,0
584,photo,156,4,0,152,3,0,1,0,0,1,3,23,160,156,0,3
585,photo,148,26,0,144,4,0,0,0,0,1,3,6,174,148,0,2
586,photo,195,14,0,190,5,0,0,0,0,1,1,0,209,195,0,2
587,photo,229,7,0,220,5,4,0,0,0,1,4,5,236,229,0,0
588,video,111,4,0,105,6,0,0,0,0,3,4,5,115,111,0,0
589,video,169,34,1,148,17,4,0,0,0,3,4,1,204,169,0,0
590,photo,127,6,0,124,3,0,0,0,0,1,3,7,133,127,0,2
591,video,139,27,0,125,12,2,0,0,0,3,2,2,166,139,0,2
592,status,60,8,4,58,2,0,0,0,0,2,0,2,72,60,0,2
593,video,109,5,1,104,5,0,0,0,0,3,0,1,115,109,0,2
594,photo,148,4,0,144,4,0,0,0,0,1,5,5,152,148,0,0
595,link,46,3,1,44,2,0,0,0,0,0,5,2,50,46,0,0
596,video,93,14,4,89,4,0,0,0,0,3,4,5,111,93,0,0
597,photo,164,17,1,156,7,1,0,0,0,1,3,3,182,164,0,2
598,link,33,4,4,31,1,1,0,0,0,0,2,23,41,33,0,3
599,photo,153,19,1,147,3,2,1,0,0,1,1,0,173,153,0,2
600,photo,173,1,58,172,0,0,0,1,0,1,0,22,232,172,1,3
601,photo,168,1,1,160,6,2,0,0,0,1,0,5,170,168,0,2
602,video,51,10,1,51,0,0,0,0,0,3,0,3,62,51,0,2
603,photo,198,4,6,193,4,0,1,0,0,1,6,8,208,198,0,0
604,video,44,3,7,44,0,0,0,0,0,3,5,23,54,44,0,3
605,video,43,4,12,41,1,1,0,0,0,3,4,23,59,43,0,3
606,photo,105,3,3,101,3,1,0,0,0,1,2,4,111,105,0,2
607,photo,272,5,4,265,4,3,0,0,0,1,1,7,281,272,0,2
608,photo,148,9,6,143,2,3,0,0,0,1,1,1,163,148,0,2
609,photo,91,13,14,86,2,3,0,0,0,1,0,9,118,91,0,2
610,video,188,26,3,166,19,1,2,0,0,3,6,21,217,188,0,3
611,photo,60,3,0,56,1,3,0,0,0,1,4,19,63,60,0,3
612,photo,110,2,0,107,2,0,1,0,0,1,1,1,112,110,0,2
613,status,101,6,0,99,1,1,0,0,0,2,6,1,107,101,0,0
614,photo,122,18,20,120,1,1,0,0,0,1,3,2,160,122,0,2
615,photo,105,4,1,102,2,1,0,0,0,1,2,22,110,105,0,3
616,photo,56,1,0,54,1,1,0,0,0,1,2,22,57,56,0,3
617,photo,219,5,0,213,6,0,0,0,0,1,0,22,224,219,0,3
618,video,87,1,1,83,2,2,0,0,0,3,0,9,89,87,0,2
619,photo,109,3,0,105,2,2,0,0,0,1,6,0,112,109,0,0
620,photo,50,1,1,49,1,0,0,0,0,1,6,0,52,50,0,0
621,video,173,16,0,156,17,0,0,0,0,3,5,5,189,173,0,0
622,photo,101,1,0,100,1,0,0,0,0,1,4,3,102,101,0,0
623,video,105,8,2,97,7,0,1,0,0,3,3,7,115,105,0,2
624,video,89,4,1,84,5,0,0,0,0,3,3,5,94,89,0,2
625,photo,101,1,2,98,2,1,0,0,0,1,3,4,104,101,0,2
626,photo,90,4,1,88,1,0,0,1,0,1,3,4,95,89,1,2
627,video,113,27,0,102,11,0,0,0,0,3,3,4,140,113,0,2
628,photo,126,6,2,120,5,1,0,0,0,1,1,9,134,126,0,2
629,photo,441,31,2,423,13,2,3,0,0,1,6,22,474,441,0,3
630,video,302,186,3,244,50,2,4,1,1,3,6,7,491,300,2,0
631,video,185,40,2,171,12,2,0,0,0,3,6,0,227,185,0,0
632,video,155,33,0,138,16,0,0,0,1,3,5,0,188,154,1,0
633,photo,177,7,1,173,2,2,0,0,0,1,1,8,185,177,0,2
634,video,309,102,1,260,43,5,1,0,0,3,5,9,412,309,0,0
635,photo,326,2,1,319,7,0,0,0,0,1,4,8,329,326,0,0
636,photo,265,6,0,259,6,0,0,0,0,1,4,2,271,265,0,0
637,photo,199,8,1,193,4,1,1,0,0,1,2,23,208,199,0,3
638,video,226,93,3,203,20,3,0,0,0,3,2,6,322,226,0,2
639,photo,129,5,0,127,2,0,0,0,0,1,1,23,134,129,0,3
640,link,63,11,1,61,2,0,0,0,0,0,0,22,75,63,0,3
641,photo,185,1,0,180,3,2,0,0,0,1,5,21,186,185,0,3
642,video,54,0,0,53,1,0,0,0,0,3,5,9,54,54,0,0
643,photo,167,4,0,164,3,0,0,0,0,1,5,2,171,167,0,0
644,photo,53,3,0,51,2,0,0,0,0,1,4,9,56,53,0,0
645,photo,352,4,0,348,3,1,0,0,0,1,3,5,356,352,0,2
646,photo,185,3,1,178,6,1,0,0,0,1,1,4,189,185,0,2
647,video,198,30,3,152,42,0,3,0,1,3,1,2,231,197,1,2
648,status,59,1,0,56,1,1,1,0,0,2,1,0,60,59,0,2
649,status,49,1,0,48,1,0,0,0,0,2,0,3,50,49,0,2
650,photo,126,4,1,122,3,1,0,0,0,1,0,2,131,126,0,2
651,photo,120,1,1,117,3,0,0,0,0,1,0,2,122,120,0,2
652,video,180,120,0,145,33,0,2,0,0,3,0,0,300,180,0,2
653,video,85,0,0,79,5,1,0,0,0,3,6,23,85,85,0,3
654,photo,230,6,0,222,6,2,0,0,0,1,6,3,236,230,0,0
655,video,248,52,1,206,39,2,0,0,1,3,4,22,301,247,1,3
656,photo,297,8,0,292,3,2,0,0,0,1,4,0,305,297,0,0
657,photo,158,6,0,153,4,1,0,0,0,1,3,3,164,158,0,2
658,photo,124,3,0,121,3,0,0,0,0,1,3,1,127,124,0,2
659,photo,213,1,0,208,5,0,0,0,0,1,3,0,214,213,0,2
660,photo,114,0,20,113,1,0,0,0,0,1,1,20,134,114,0,3
661,photo,182,10,0,179,3,0,0,0,0,1,5,9,192,182,0,0
662,photo,178,14,1,173,3,2,0,0,0,1,5,6,193,178,0,0
663,photo,166,0,0,162,3,1,0,0,0,1,4,2,166,166,0,0
664,photo,143,5,0,139,3,1,0,0,0,1,3,9,148,143,0,2
665,photo,170,3,17,169,1,0,0,0,0,1,2,12,190,170,0,2
666,photo,196,5,0,192,3,1,0,0,0,1,0,10,201,196,0,2
667,photo,103,0,0,101,2,0,0,0,0,1,5,6,103,103,0,0
668,video,114,11,0,102,11,0,1,0,0,3,5,6,125,114,0,0
669,photo,136,6,0,131,2,1,2,0,0,1,5,0,142,136,0,0
670,status,53,3,1,52,1,0,0,0,0,2,4,22,57,53,0,3
671,status,63,0,3,62,1,0,0,0,0,2,4,21,66,63,0,3
672,video,150,14,0,141,9,0,0,0,0,3,4,1,164,150,0,0
673,status,154,8,0,153,1,0,0,0,0,2,3,8,162,154,0,2
674,photo,114,21,0,111,3,0,0,0,0,1,3,3,135,114,0,2
675,photo,139,4,0,135,4,0,0,0,0,1,2,7,143,139,0,2
676,photo,96,1,0,94,2,0,0,0,0,1,2,7,97,96,0,2
677,photo,177,15,0,174,3,0,0,0,0,1,0,8,192,177,0,2
678,photo,320,6,60,318,2,0,0,0,0,1,6,9,386,320,0,0
679,photo,336,154,111,328,4,3,1,0,0,1,6,6,601,336,0,0
680,photo,54,2,4,54,0,0,0,0,0,1,4,10,60,54,0,0
681,status,74,1,0,74,0,0,0,0,0,2,4,10,75,74,0,0
682,photo,79,2,0,78,0,1,0,0,0,1,4,10,81,79,0,0
683,status,50,10,0,50,0,0,0,0,0,2,1,9,60,50,0,2
684,photo,183,13,0,180,3,0,0,0,0,1,0,23,196,183,0,3
685,photo,73,12,0,72,1,0,0,0,0,1,6,7,85,73,0,0
686,photo,103,15,0,101,2,0,0,0,0,1,6,4,118,103,0,0
687,photo,90,2,0,90,0,0,0,0,0,1,5,23,92,90,0,3
688,photo,124,13,2,122,0,2,0,0,0,1,5,3,139,124,0,0
689,status,90,14,0,90,0,0,0,0,0,2,2,22,104,90,0,3
690,photo,303,11,0,297,4,2,0,0,0,1,2,8,314,303,0,2
691,photo,309,10,0,300,2,0,7,0,0,1,1,9,319,309,0,2
692,video,220,52,1,193,25,0,1,1,0,3,0,10,273,219,1,2
693,photo,126,0,1,125,1,0,0,0,0,1,0,7,127,126,0,2
694,photo,928,53,0,906,16,5,0,1,0,1,5,9,981,927,1,0
695,video,391,136,0,343,43,4,1,0,0,3,5,1,527,391,0,0
696,status,150,2,1,146,4,0,0,0,0,2,4,9,153,150,0,0
697,photo,223,1,1,219,4,0,0,0,0,1,4,9,225,223,0,0
698,photo,174,2,0,166,8,0,0,0,0,1,4,6,176,174,0,0
699,photo,0,0,1,0,0,0,0,0,0,1,4,5,1,0,0,0
700,photo,102,1,1,101,1,0,0,0,0,1,6,23,104,102,0,3
701,photo,344,20,0,341,2,1,0,0,0,1,5,5,364,344,0,0
702,video,135,26,0,123,9,0,2,1,0,3,3,4,161,134,1,2
703,photo,334,13,1,332,2,0,0,0,0,1,2,3,348,334,0,2
704,photo,49,3,0,49,0,0,0,0,0,1,0,12,52,49,0,2
705,photo,404,17,0,402,2,0,0,0,0,1,6,5,421,404,0,0
706,photo,185,5,0,181,4,0,0,0,0,1,6,2,190,185,0,0
707,video,354,184,1,306,44,0,3,0,1,3,6,1,539,353,1,0
708,status,78,16,0,78,0,0,0,0,0,2,4,5,94,78,0,0
709,photo,139,18,0,139,0,0,0,0,0,1,0,11,157,139,0,2
710,photo,367,11,3,346,0,21,0,0,0,1,6,8,381,367,0,0
711,photo,177,1,0,177,0,0,0,0,0,1,4,22,178,177,0,3
712,photo,378,5,0,377,1,0,0,0,0,1,4,7,383,378,0,0
713,status,57,19,0,57,0,0,0,0,0,2,4,0,76,57,0,0
714,photo,921,35,0,891,14,15,1,0,0,1,3,3,956,921,0,2
715,photo,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,2
716,photo,348,9,0,346,2,0,0,0,0,1,0,5,357,348,0,2
717,photo,370,10,0,365,5,0,0,0,0,1,4,1,380,370,0,0
718,photo,72,3,27,72,0,0,0,0,0,1,1,21,102,72,0,3
719,link,27,9,0,27,0,0,0,0,0,0,1,8,36,27,0,2
720,status,59,16,1,59,0,0,0,0,0,2,1,2,76,59,0,2
721,status,113,1,32,113,0,0,0,0,0,2,4,8,146,113,0,0
722,photo,116,24,0,116,0,0,0,0,0,1,3,7,140,116,0,2
723,photo,21,10,0,21,0,0,0,0,0,1,2,23,31,21,0,3
724,photo,19,8,0,19,0,0,0,0,0,1,2,23,27,19,0,3
725,video,230,62,8,207,19,3,1,0,0,3,2,21,300,230,0,3
726,photo,1542,18,1260,1520,12,6,0,4,0,1,2,2,2820,1538,4,1
727,photo,48,14,0,48,0,0,0,0,0,1,1,23,62,48,0,3
728,photo,69,15,2,68,1,0,0,0,0,1,1,23,86,69,0,3
729,photo,96,18,1,96,0,0,0,0,0,1,0,12,115,96,0,2
730,photo,235,1,0,232,3,0,0,0,0,1,0,8,236,235,0,2
731,photo,130,4,0,128,0,2,0,0,0,1,0,5,134,130,0,2
732,photo,111,19,2,110,1,0,0,0,0,1,6,6,132,111,0,0
733,photo,89,20,1,87,2,0,0,0,0,1,6,2,110,89,0,0
734,photo,20,11,0,20,0,0,0,0,0,1,5,10,31,20,0,0
735,photo,74,15,0,74,0,0,0,0,0,1,5,2,89,74,0,0
736,photo,63,18,2,61,2,0,0,0,0,1,4,22,83,63,0,3
737,status,83,24,3,83,0,0,0,0,0,2,4,22,110,83,0,3
738,photo,62,11,0,61,1,0,0,0,0,1,4,6,73,62,0,0
739,photo,141,24,2,140,0,1,0,0,0,1,4,1,167,141,0,0
740,photo,140,1,0,138,1,1,0,0,0,1,3,6,141,140,0,2
741,photo,124,21,1,119,2,3,0,0,0,1,3,4,146,124,0,2
742,photo,107,16,1,106,1,0,0,0,0,1,2,2,124,107,0,2
743,photo,139,16,0,139,0,0,0,0,0,1,1,8,155,139,0,2
744,photo,264,27,3,264,0,0,0,0,0,1,0,23,294,264,0,3
745,link,48,4,4,48,0,0,0,0,0,0,0,10,56,48,0,2
746,video,360,131,5,292,60,1,5,1,1,3,6,10,496,358,2,0
747,photo,64,11,0,64,0,0,0,0,0,1,5,3,75,64,0,0
748,photo,173,11,0,170,2,0,1,0,0,1,2,3,184,173,0,2
749,photo,165,15,1,165,0,0,0,0,0,1,2,1,181,165,0,2
750,photo,79,18,0,78,1,0,0,0,0,1,0,2,97,79,0,2
751,photo,130,19,2,128,2,0,0,0,0,1,5,19,151,130,0,3
752,photo,534,0,0,526,5,2,0,0,1,1,5,5,534,533,1,0
753,video,237,33,0,230,6,1,0,0,0,3,5,4,270,237,0,0
